id	event	title	url	begin	end	duration	day	location	track	format	level	lang	speakers	last_modified
rp13-session-1123	rp13	Rückt mal ein Stück! Die Androidinnen kommen!	null	2013-05-07T16:15:00+02:00	2013-05-07T16:45:00+02:00	30	2013-05-07	Stage 7	research-education	talk	beginner	de	Gaby Becker, Martina Rüdiger, Renate Hermanns	2014-02-24T19:04:35+01:00
rp13-session-1137	rp13	Das digitale Quartett - live on stage	null	2013-05-07T20:00:00+02:00	2013-05-07T21:00:00+02:00	60	2013-05-07	Stage 2	republica	discussion	intermediate	de	Ulrike Langer, Thomas Knüwer, Daniel Fiene	2014-02-24T19:04:35+01:00
rp13-session-1152	rp13	Überraschungsvortrag II	null	2013-05-06T19:45:00+02:00	2013-05-06T20:45:00+02:00	60	2013-05-06	Stage 1	republica	talk	beginner	de	Sascha Lobo	2014-02-24T19:04:35+01:00
rp13-session-1206	rp13	The Revolution of Jokes	null	2013-05-06T15:15:00+02:00	2013-05-06T15:45:00+02:00	30	2013-05-06	Stage 4	politics-society	talk	intermediate	en	Heba Amin	2014-02-24T19:04:35+01:00
rp13-session-1208	rp13	Bis dass der Tod uns scheidet - Soziale Medien und der Umgang mit dem Sterben	null	2013-05-06T17:45:00+02:00	2013-05-06T18:15:00+02:00	30	2013-05-06	Stage 5	politics-society	talk	beginner	de	Elisabeth Rank	2014-02-24T19:04:35+01:00
rp13-session-1234	rp13	I palindrome I – your life is mine	null	2013-05-08T15:30:00+02:00	2013-05-08T16:00:00+02:00	30	2013-05-08	Stage 3	culture	talk	advanced	en	Marcus Brown	2014-02-24T19:04:35+01:00
rp13-session-1258	rp13	#RotationCuration - eine Kulturbewegung erobert Twitter weltweit	null	2013-05-08T14:15:00+02:00	2013-05-08T14:45:00+02:00	30	2013-05-08	Workshop B	media	talk	beginner	de	Romy Mlinzk, Carolin Hinz, Alexander M. Turek	2014-02-24T19:04:35+01:00
rp13-session-1278	rp13	Marvin und der Blues	null	2013-05-07T15:00:00+02:00	2013-05-07T16:00:00+02:00	60	2013-05-07	Stage 4	culture	talk	beginner	de	Moritz Simon Geist	2014-02-24T19:04:35+01:00
rp13-session-1318	rp13	"The first thing we do, let's kill all the lawyers” – Die Anwälte, das Internet & die Abmahnungen	null	2013-05-08T12:30:00+02:00	2013-05-08T13:00:00+02:00	30	2013-05-08	Stage 3	politics-society	talk	beginner	de	Joerg Heidrich	2014-02-24T19:04:35+01:00
rp13-session-1348	rp13	"Das meld ich dem Rundfunkrat!" - Neues aus der öffentlich-rechtlichen Kommentarambulanz	null	2013-05-08T15:30:00+02:00	2013-05-08T16:00:00+02:00	30	2013-05-08	Stage 5	media	talk	beginner	de	Deef Pirmasens, Simone Stoffers	2014-02-24T19:04:35+01:00
rp13-session-1363	rp13	Soziale Netze im ärztlichen Behandlungsraum	null	2013-05-08T10:30:00+02:00	2013-05-08T11:00:00+02:00	30	2013-05-08	Workshop C	research-education	talk	intermediate	de	Thomas Schmidt	2014-02-24T19:04:35+01:00
rp13-session-1374	rp13	Digitaldarwinismus – Warum gibt es keine digitalen Bananen?	null	2013-05-07T18:45:00+02:00	2013-05-07T19:45:00+02:00	60	2013-05-07	Stage 6	business-innovation	talk	beginner	de	Marcel-André Casasola Merkle, Agnes Lison	2014-02-24T18:44:48+01:00
rp13-session-1382	rp13	Blended Health - Immer noch nicht gesund durch's Internet? Zu dumm, zu arm oder hilft es einfach nicht?	null	2013-05-08T12:30:00+02:00	2013-05-08T13:30:00+02:00	60	2013-05-08	Workshop C	research-education	workshop	beginner	de	Kai Sostmann	2014-02-24T19:04:35+01:00
rp13-session-1389	rp13	Wer bist Du wirklich? Wir basteln uns ehrliche Social-Media-Accounts!	null	2013-05-07T19:15:00+02:00	2013-05-07T19:45:00+02:00	30	2013-05-07	Workshop C	republica	workshop	beginner	de	Ninia Binias	2014-02-24T19:04:35+01:00
rp13-session-1393	rp13	YouTube – zwischen Wildwest und Goldgrube.	null	2013-05-06T14:45:00+02:00	2013-05-06T15:45:00+02:00	60	2013-05-06	Stage 2	media	discussion	beginner	de	Bertram Gugel, Markus Hündgen	2014-02-24T19:04:35+01:00
rp13-session-1397	rp13	Saisonrückblick Social Media Recht	null	2013-05-07T18:45:00+02:00	2013-05-07T19:45:00+02:00	60	2013-05-07	Stage 5	media	workshop	intermediate	de	Thorsten Feldmann, Henning  Krieg	2014-02-24T19:04:35+01:00
rp13-session-1404	rp13	Die Total-Überwachung des Reiseverkehrs	null	2013-05-08T11:15:00+02:00	2013-05-08T11:45:00+02:00	30	2013-05-08	Workshop D	politics-society	talk	beginner	de	Alexander Sander	2014-02-24T19:04:35+01:00
rp13-session-1405	rp13	Yarnbombing, Social Commerce und die Craftistas: Wie das Internet Crafting und Crafting unsere Gesellschaft verändert	null	2013-05-07T16:15:00+02:00	2013-05-07T16:45:00+02:00	30	2013-05-07	Stage 5	business-innovation	talk	beginner	de	Daniela Warndorf, Kiki Haas	2014-02-24T18:44:48+01:00
rp13-session-1435	rp13	Lunch Beat	null	2013-05-07T11:45:00+02:00	2013-05-07T12:45:00+02:00	60	2013-05-07	re:publica	culture	action	beginner	en	Inken Meyer, Dan Weigl	2014-02-24T19:04:35+01:00
rp13-session-1438	rp13	crushing data silos with ownCloud	null	2013-05-08T12:30:00+02:00	2013-05-08T13:00:00+02:00	30	2013-05-08	Stage 4	science-technology	talk	intermediate	en	Frank Karlitschek	2014-02-24T19:04:35+01:00
rp13-session-1446	rp13	Online universities - food for thought or an intellectual malnutrition epidemic?	null	2013-05-08T15:00:00+02:00	2013-05-08T15:30:00+02:00	30	2013-05-08	Stage 2	research-education	talk	intermediate	en	Sebastian Wernicke, Jörn Loviscach	2014-02-24T19:04:35+01:00
rp13-session-1449	rp13	Ohne Jauch geht’s auch. Thema: Von Human Resources zu Human Relations - wie sieht die Arbeit der Zukunft aus?	null	2013-05-07T20:00:00+02:00	2013-05-07T21:00:00+02:00	60	2013-05-07	Stage 1	media	discussion	beginner	de	Sue Reindke, Joachim Hasebrook, Teresa Bücker, Anke Domscheit-Berg, Stefan Sell, Anna-Mareike Krause, Tilo Jung	2014-02-24T19:04:35+01:00
rp13-session-1454	rp13	Kinderkram: "So nutzen Kids das Web"	null	2013-05-06T12:15:00+02:00	2013-05-06T13:15:00+02:00	60	2013-05-06	Stage 6	business-innovation	discussion	beginner	de	Sarah Pust, Christine  Feil, Sabine Frank, Christiane  Baumann, Verena Delius	2014-02-24T18:44:48+01:00
